date,startup,vertical,city,investors,round,amount_crore_rs,month,day,year
2016-07-18,BlueStone,E-commerce,Mumbai,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",Private Equity,247.5,7,18,2016
2016-07-18,UnderDOGS Gaming,Tech,Mumbai,Intelli Reboot Digital Pvt. Ltd,Private Equity,0.0,7,18,2016
2016-07-18,ImageProVision,Tech,Pune,Satish Jamdar,Seed Funding,0.0,7,18,2016
2016-07-19,Sagacito,Tech,New Delhi,Star India Pvt. Ltd,Private Equity,82.5,7,19,2016
2016-07-19,Wishfin (Deal4Loans),Consumer Internet,Noida,Franklin Templeton International Services Pvt. Ltd,Private Equity,123.75,7,19,2016
2016-07-19,NiYO Solutions,Tech,Bengaluru,Prime Venture Partners,Private Equity,8.25,7,19,2016
2016-07-19,Applop,Consumer Internet,Gurugram,Green House Ventures Accelerator,Seed Funding,2.0625,7,19,2016
2016-07-20,Tax2Win,Consumer Internet,Jaipur,Undisclosed Investors,Private Equity,8.25,7,20,2016
2016-07-20,Truckola,Logistics,Mumbai,"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak and Nihit Agarwal, Suramya Gupta",Seed Funding,4.90875,7,20,2016
2016-07-20,iServe Financial,Consumer Internet,Pune,Nilesh Shah,Seed Funding,0.0,7,20,2016
2016-07-21,MyTaxiIndia,Consumer Internet,New Delhi,Nihon Kotsu Co,Private Equity,8.25,7,21,2016
2016-07-21,AbeRuk,E-commerce,Bengaluru,Swastika Company Pvt Ltd,Seed Funding,0.0,7,21,2016
2016-07-21,Wiwigo,Consumer Internet,Bengaluru,Indian Angel Network,Seed Funding,4.90875,7,21,2016
2016-06-01,Chikoop,Consumer Internet,Indore,Undisclosed Investors,Seed Funding,0.0,6,1,2016
2016-06-01,BRIDGEi2I,Tech,Bengaluru,Edelweiss Private Equity,Private Equity,0.0,6,1,2016
2016-06-02,Droom,E-commerce,New Delhi,"Beenext, Digital Garage, Lightbox, Beenos",Private Equity,0.0,6,2,2016
2016-06-02,Visit,Consumer Internet,New Delhi,MapmyIndia,Seed Funding,0.0,6,2,2016
2016-06-02,Atomberg,Tech,Mumbai,Parampara Capital,Private Equity,8.25,6,2,2016
2016-06-02,CoutLoot,E-commerce,Mumbai,Venture Catalysts,Seed Funding,0.0,6,2,2016
2016-06-02,Limo,Consumer Internet,Mumbai,Rainmaker Ventures,Private Equity,8.25,6,2,2016
2016-06-03,iCliniq,Consumer Internet,Bengaluru,MadhanKumar Madathupalayam,Seed Funding,0.0,6,3,2016
2016-06-03,GoGo Truck,Consumer Internet,Chennai,Undisclosed Investor,Seed Funding,0.61875,6,3,2016
2016-06-03,Vyome Biosciences,Healthcare,New Delhi,Romulus Capital,Private Equity,16.5,6,3,2016
2016-06-06,SillyMonks,Consumer Internet,Hyderabad,Sreenivasa Reddy Musani,Seed Funding,3.696,6,6,2016
2016-06-07,CueMath,Education,Bengaluru,"Sequoia Capital, Unitus Seed Fund",Private Equity,33.0,6,7,2016
2016-06-07,KrazyBee,Consumer Internet,Bengaluru,"Yeahmobi, Fenqile",Private Equity,16.5,6,7,2016
2016-06-07,Intgrea,Tech,Bengaluru,Undisclosed Investor,Seed Funding,0.825,6,7,2016
2016-06-07,HelpShift,Tech,Pune,"Microsoft Ventures, Salesforce Ventures",Private Equity,189.75,6,7,2016
2016-06-07,CreditVidya,Tech,Mumbai,Kalaari Capital,Private Equity,8.25,6,7,2016
2016-06-08,Grey Campus,Consumer Internet,Hyderabad,Sarath Sura,Seed Funding,8.25,6,8,2016
2016-06-08,ListUp,E-commerce,Mumbai,"Kae Capital, Kunal Shah, Sandeep Tandon",Seed Funding,4.125,6,8,2016
2016-06-08,6Degree,Tech,Mumbai,Indian Angel Network,Seed Funding,1.65,6,8,2016
2016-06-08,Shopwati,Consumer Internet,Gurugram,Sanjiv Rai,Seed Funding,0.0,6,8,2016
2016-06-08,Cookifi,Consumer Internet,Bengaluru,"Kunal Shah, Aneesh Reddy, Tracxn Labs, Venkat Tadanki, Krishna Mehra, Amit Rathore",Seed Funding,0.0,6,8,2016
2016-06-08,StoreKing,E-commerce,Bengaluru,Axiata Digital,Private Equity,132.0,6,8,2016
2016-06-08,Wired Hub,Real Estate,Jaipur,"Ankit Maheshwari, Anand Singh",Seed Funding,0.0,6,8,2016
2016-06-08,MySeniorDoctor,Consumer Internet,Gurugram,BlackJag Partners,Seed Funding,1.65,6,8,2016
2016-06-09,Teabox,E-commerce,Siliguri,Cameron Jones,Seed Funding,0.0,6,9,2016
2016-06-09,ExtraaEdge,Consumer Internet,Pune,"Ritesh Dwivedy, Priti Padhy",Seed Funding,0.0,6,9,2016
2016-06-09,EPayLater,Tech,Mumbai,3 undisclosed HNIs,Seed Funding,16.5,6,9,2016
2016-06-10,Kyazoonga,E-commerce,Mumbai,Ratan Tata,Seed Funding,0.0,6,10,2016
2016-06-10,Paytunes,Consumer Internet,New Delhi,"CIO Angel Network, Indian Angel Network",Private Equity,4.125,6,10,2016
2016-06-10,Kickstart Jobs,Tech,Gurugram,"Vivek Joshi, Mohit Satyanand, Amit Banati, Arun Khanna",Seed Funding,0.0,6,10,2016
2016-06-10,Freshee,FMCG,Mumbai,Edelweiss Private Equity,Private Equity,0.0,6,10,2016
2016-06-10,MadRat Games,Tech,Bengaluru,"Ratan Tata, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Girish Mathrubootham",Seed Funding,0.0,6,10,2016
2016-06-11,Jazzmyride,E-commerce,New Delhi,TVS Automobile Solutions Ltd,Private Equity,0.0,6,11,2016
2016-06-11,AutoSense,Tech,New Delhi,TVS Automobile Solutions Ltd,Private Equity,0.0,6,11,2016
2016-06-11,Redsun Telematics,Consumer Internet,Chennai,TVS Automobile Solutions Ltd,Private Equity,0.0,6,11,2016
2016-06-13,KhanaGadi,Consumer Internet,Jaipur,50K Ventures,Seed Funding,0.0,6,13,2016
2016-06-13,Bombay Shirt Company,E-commerce,Mumbai,undisclosed investor,Private Equity,8.25,6,13,2016
2016-06-13,Matrubharti,Consumer Internet,unknown,Viridian Capital,Seed Funding,0.2475,6,13,2016
2016-06-14,EdTechReview,Consumer Internet,New Delhi,EVC Ventures,Seed Funding,0.0,6,14,2016
2016-06-14,Bonhomia,Food & Beverage,New Delhi,Valpro Capital and existing investors,Private Equity,0.0,6,14,2016
2016-06-14,Gobolt,Logistics,New Delhi,MCube8,Seed Funding,0.0,6,14,2016
2016-06-14,Jivox,Tech,Bengaluru,"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",Private Equity,49.5,6,14,2016
2016-06-14,Sminq,Consumer Internet,Pune,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",Seed Funding,8.25,6,14,2016
2016-06-14,CureJoy,Consumer Internet,Bengaluru,Accel Partners India,Private Equity,36.3,6,14,2016
2016-06-15,Oneway,Consumer Internet,Vadodara,Indian Angel Network,Seed Funding,3.7125,6,15,2016
2016-06-15,GrabOnRent,E-commerce,Bengaluru,IvyCap Ventures and Unicorn India Ventures,Private Equity,0.0,6,15,2016
2016-06-16,Diro Labs,Consumer Internet,New Delhi,Info Edge (India) Ltd,Private Equity,3.7125,6,16,2016
2016-06-16,Unnati Helpers,Consumer Internet,Gurugram,Info Edge (India) Ltd,Private Equity,4.95,6,16,2016
2016-06-16,Athletto,Consumer Internet,Bengaluru,Atul Ingle,Seed Funding,0.0,6,16,2016
2016-06-16,Saavn,Consumer Internet,US,Guy Oseary,Private Equity,0.0,6,16,2016
2016-06-16,Voonik,E-commerce,Bengaluru,Sequoia Capital,Private Equity,165.0,6,16,2016
2016-06-16,ThinkPhi,Tech,Mumbai,Nimmagadda Prasad,Seed Funding,0.0,6,16,2016
2016-06-17,ClearTax,Consumer Internet,New Delhi,"Ravi Adusumalli, SAIF Partners",Private Equity,99.0,6,17,2016
2016-06-17,Silvan,Tech,Bengaluru,Infuse Ventures,Private Equity,7.425,6,17,2016
2016-06-17,GreytHR,Tech,Bengaluru,"New Enterprise Associates (NEA), Blume Ventures",Private Equity,42.9,6,17,2016
2016-06-17,Duffl,E-commerce,Bengaluru,BetOnIndia Technology Pvt Ltd,Seed Funding,0.0,6,17,2016
2016-06-17,BYG,Consumer Internet,Bengaluru,"Sanjay Verma, Amit Khanna (LetsVenture)",Seed Funding,0.0,6,17,2016
2016-06-20,Dipper,E-commerce,New Delhi,Undisclosed investor,Seed Funding,0.0,6,20,2016
2016-06-20,Qonfuse,Consumer Internet,New Delhi,Hamraj Kumar,Seed Funding,0.0,6,20,2016
2016-06-20,The Indian IRIS,Consumer Internet,Ahmedabad,Timbru Ventures,Seed Funding,0.0,6,20,2016
2016-06-21,Onspoon,Consumer Internet,Mumbai,Swan Angel Network,Seed Funding,1.2375,6,21,2016
2016-06-21,REstate,Consumer Internet,Bengaluru,Idein Ventures,Seed Funding,0.0,6,21,2016
2016-06-21,Cleartrip,Consumer Internet,Mumbai,"Concur Technologies, Gund Investment",Private Equity,0.0,6,21,2016
2016-06-21,ProcMart,Consumer Internet,Noida,IndiaMart,Private Equity,0.0,6,21,2016
2016-06-21,Celerix,Tech,Bengaluru,Bitkemy Ventures,Seed Funding,3.3,6,21,2016
2016-06-21,NatureNama,Consumer Internet,Mumbai,Unicorn Venture,Seed Funding,1.85625,6,21,2016
2016-06-21,Cyclops,Tech,Bengaluru,CP Bothra,Seed Funding,0.0,6,21,2016
2016-06-21,Syona Cosmetics,FMCG,Chennai,The Chennai Angels,Seed Funding,1.2375,6,21,2016
2016-06-21,PrettySecrets,E-commerce,Mumbai,"RB Investments PTE Ltd, Orios Venture Partners",Private Equity,49.5,6,21,2016
2016-06-22,SpiderG,Consumer Internet,Pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed Funding,1.2375,6,22,2016
2016-06-23,FarEye,Tech,New Delhi,Saif Partners,Private Equity,28.875,6,23,2016
2016-06-23,The Uolo,Consumer Internet,Bengaluru,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed Funding,1.7325,6,23,2016
2016-06-23,Staqu,Tech,Gurugram,Indian Angel Network,Seed Funding,0.0,6,23,2016
2016-06-23,Padhopadhao,Consumer Internet,New Delhi,Rise India,Private Equity,0.0,6,23,2016
2016-06-24,Drivify,Consumer Internet,Mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed Funding,0.4125,6,24,2016
2016-06-24,PratiLipi,Consumer Internet,Bengaluru,Nexus Venture Partners,Seed Funding,0.0,6,24,2016
2016-06-24,ParaBlu,Tech,Bengaluru,Kalaari Capital,Seed Funding,4.125,6,24,2016
2016-06-24,Schedulers Logistics,Logistics,Mumbai,GVFL,Private Equity,49.5,6,24,2016
2016-06-24,LEAP India,Others,Mumbai,Mayfield Ventures,Private Equity,24.75,6,24,2016
2016-06-24,KabadiExpress,Others,New Delhi,Undisclosed investor,Seed Funding,1.221,6,24,2016
2016-06-27,YourDOST,Consumer Internet,Bengaluru,"SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed Funding,9.9,6,27,2016
2016-06-27,Gomalon,Consumer Internet,Bengaluru,Undisclosed investor,Seed Funding,0.825,6,27,2016
2016-06-27,Voler Cars,Consumer Internet,New Delhi,"Kanodia family, Amit Banka",Seed Funding,0.0,6,27,2016
2016-06-27,Travelyaari,Consumer Internet,Bengaluru,GVFL Ltd,Private Equity,24.75,6,27,2016
2016-06-28,FabHotels,Consumer Internet,Gurugram,"Accel Partners, RB Investments",Private Equity,66.0,6,28,2016
2016-06-28,Locanix,Tech,Ahmedabad,Undisclosed investors,Seed Funding,2.475,6,28,2016
2016-06-28,Lendingkart,Consumer Internet,Ahmedabad,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private Equity,264.0,6,28,2016
2016-06-28,Hello Tax,Consumer Internet,New Delhi,Sanjeev Sinha,Seed Funding,2.43375,6,28,2016
2016-06-28,MySuperBrain,Consumer Internet,Hyderabad,Soniks Consulting,Seed Funding,0.0,6,28,2016
2016-06-28,BlogBeats,Consumer Internet,Bengaluru,Undisclosed Investor,Seed Funding,0.0,6,28,2016
2016-06-29,LetReach,E-commerce,New Delhi,vCommission,Private Equity,0.825,6,29,2016
2016-06-29,TrendieApp,Tech,Kolkata,Harsh Vardhan Hada,Seed Funding,0.4125,6,29,2016
2016-06-29,Impact Guru,Consumer Internet,Mumbai,Piyush Jain,Seed Funding,0.0,6,29,2016
2016-06-29,Velvetcase,E-commerce,Mumbai,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",Private Equity,12.375,6,29,2016
2016-06-30,Meru Cabs,Consumer Internet,Mumbai,Brand Capital,Private Equity,206.25,6,30,2016
2016-06-30,Campus Diaries,Consumer Internet,Bengaluru,Aarin Capital,Seed Funding,1.815,6,30,2016
2016-06-30,Scripbox,Consumer Internet,Bengaluru,"Omidyar Network, Accel Partners & existing investors",Private Equity,0.0,6,30,2016
2016-06-30,Biryani Blues,Food & Beverage,Gurugram,Carpediem Capital & Others,Private Equity,3.036,6,30,2016
2016-05-01,MotoMojo,Consumer Internet,Mumbai,"Niloufer Dundh, Fauzan Rahim, Balamurugan Mani,",Seed Funding,0.0,5,1,2016
2016-05-01,Get My Parking,Tech,New Delhi,The Chennai Angels,Seed Funding,3.102,5,1,2016
2016-05-01,Prescribez,Consumer Internet,Pune,Ankush Mehta,Seed Funding,1.19625,5,1,2016
2016-05-02,Airwood,Tech,Chennai,StartupXseed Ventures,Seed Funding,0.0,5,2,2016
2016-05-03,Mobikwik,Consumer Internet,Gurugram,"GMO Payment Gateway, MediaTek",Private Equity,412.5,5,3,2016
2016-05-03,iDreamCareer,Consumer Internet,New Delhi,Brand Capital,Private Equity,0.0,5,3,2016
2016-05-03,Zwayam,Consumer Internet,Bengaluru,Undisclosed investors,Seed Funding,2.0625,5,3,2016
2016-05-03,BoiBanit,Consumer Internet,Vadodara,Undisclosed investors,Seed Funding,0.0,5,3,2016
2016-05-03,Zuver,Consumer Internet,Mumbai,"Shruth & Smith Group, Hermes Group",Seed Funding,1.485,5,3,2016
2016-05-03,Prepathon,Education,Mumbai,Blume Ventures,Private Equity,0.0,5,3,2016
2016-05-04,EasyRoads,Consumer Internet,Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed Funding,1.65,5,4,2016
2016-05-04,Lenskart,E-commerce,New Delhi,"International Finance Corp, TPG Growth, Adveq Management, IDG Ventures, Ratan Tata, Kris Gopalakrishnan",Private Equity,495.0,5,4,2016
2016-05-04,Seclore,Tech,Mumbai,"Sistema Asia Fund, Helion Venture, VentureEast, India Alternatives",Private Equity,99.0,5,4,2016
2016-05-04,SolarTown,Tech,Chennai,Grex.in,Seed Funding,1.65,5,4,2016
2016-05-04,Comarete,Tech,Pune,Grex.in,Seed Funding,1.65,5,4,2016
2016-05-04,MyDentistChoice,E-commerce,Hyderabad,Undisclosed investors,Seed Funding,1.2375,5,4,2016
2016-05-04,Active AI,Tech,Singapore,Kalaari Capital Accelerator Program,Seed Funding,4.125,5,4,2016
2016-05-04,Affordplan,Tech,New Delhi,Kalaari Capital Accelerator Program,Seed Funding,4.125,5,4,2016
2016-05-04,Indee,Consumer Internet,Bengaluru,Kalaari Capital Accelerator Program,Seed Funding,4.125,5,4,2016
2016-05-05,Unbxd,Tech,New Delhi,"IDG Ventures, Inventus Capital, Indian Angel Network",Private Equity,0.0,5,5,2016
2016-05-05,WebAlligator,Consumer Internet,Bengaluru,Group of undisclosed Angel Investors & HNIs,Seed Funding,3.09375,5,5,2016
2016-05-06,EduAce Services,Education,Lucknow,MoMagic Technologies,Private Equity,8.25,5,6,2016
2016-05-06,Meesho,E-commerce,Bengaluru,Rajul Garg & Others,Seed Funding,0.0,5,6,2016
2016-05-07,Zebroads,Logistics,Hyderabad,Undisclosed investors,Seed Funding,0.61875,5,7,2016
2016-05-09,Locus,Tech,Bengaluru,"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat",Private Equity,22.6875,5,9,2016
2016-05-09,TOKO Innovation Studios,Consumer Internet,Bengaluru,"Roopak Saluja, Vishal Khare",Seed Funding,3.7125,5,9,2016
2016-05-09,Rentickle,E-commerce,New Delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",Seed Funding,2.0625,5,9,2016
2016-05-10,HealthifyMe,Consumer Internet,Bengaluru,"IDG Ventures India, Inventus Capital, Blume Ventures",Private Equity,49.5,5,10,2016
2016-05-10,Zarget,Consumer Internet,Chennai,"Accel Partners, Matrix Partners, Girish Mathrubootham",Private Equity,12.375,5,10,2016
2016-05-10,InnoNano Research,Tech,Chennai,NanoHoldings,Private Equity,148.5,5,10,2016
2016-05-10,SchoolWear,E-commerce,Mumbai,Undisclosed investors,Seed Funding,12.375,5,10,2016
2016-05-10,Swiggy,Consumer Internet,Bengaluru,"Norwest Venture Partners, DST Global, Accel Partners",Private Equity,57.75,5,10,2016
2016-05-11,Zenify,Consumer Internet,Bengaluru,Undisclosed Investors,Private Equity,7.425,5,11,2016
2016-05-11,Faircent,Consumer Internet,Gurugram,"JM Financial Products Ltd, Arun Tadanki, Doreswamy Nandkishore, Kshitij Jain",Private Equity,0.0,5,11,2016
2016-05-11,Fractal Analytics,Tech,Mumbai,Khazanah Nasional Berhad,Private Equity,825.0,5,11,2016
2016-05-12,Unacademy,Consumer Internet,Bengaluru,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",Seed Funding,4.125,5,12,2016
2016-05-12,Capital Float,Consumer Internet,Bengaluru,"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",Private Equity,206.25,5,12,2016
2016-05-12,Life Circle,Healthcare,Hyderabad,GROUPE SOS,Private Equity,1.2375,5,12,2016
2016-05-12,Dream Wallets,Consumer Internet,Jaipur,"Rakesh Gupta, Aditya Aggarwal, Siddharth Banerjee, Vikas Ranjan, Anshul Jindal, Sunil Koul, and Sanjeev Agrawal",Seed Funding,0.0,5,12,2016
2016-05-12,ShabdNagari,Consumer Internet,Kanpur,ah! Ventures,Seed Funding,0.0,5,12,2016
2016-05-12,Galleri5,Consumer Internet,Bengaluru,"Phanindra Sama, Raghunandan G,",Seed Funding,0.0,5,12,2016
2016-05-12,Derbii,Logistics,Gurugram,Anurag Chauhan,Seed Funding,0.0,5,12,2016
2016-05-13,Stayzilla,Consumer Internet,Chennai,"Matrix Partners, Nexus Ventures",Private Equity,111.375,5,13,2016
2016-05-13,WoW Express,Logistics,Mumbai,Undisclosed Investors & Tamarind Family Private Trust,Private Equity,18.15,5,13,2016
2016-05-16,Smartivity,E-commerce,Delhi,"S Chand, AdvantEdge Partners",Private Equity,8.25,5,16,2016
2016-05-16,BedBathMore,Consumer Internet,Mumbai,"Kinnevik Group, Rocket Internet",Private Equity,0.0,5,16,2016
2016-05-17,Murgency,Consumer Internet,Mumbai,Rata Tata,Private Equity,0.0,5,17,2016
2016-05-17,CrownIt,Consumer Internet,Gurugram,"Undisclosed investors, Accel Partners, Helion Venture Partners",Private Equity,0.0,5,17,2016
2016-05-17,Blinge,E-commerce,Mumbai,"Anupam Mittal, Anuj Srivastava, Ankit Nagori",Seed Funding,0.0,5,17,2016
2016-05-18,TheSmartQ,Consumer Internet,Bengaluru,YourNest Angel Fund,Seed Funding,2.0625,5,18,2016
2016-05-18,PurpleHealth,Consumer Internet,Trivandrum,Katabole Technology Venture,Seed Funding,0.825,5,18,2016
2016-05-18,Fundamentor,Education,Pune,Subramanya SV,Seed Funding,0.0,5,18,2016
2016-05-18,EduPristine,Education,Mumbai,"Kaizen Management Advisors, DeVry Inc",Private Equity,82.5,5,18,2016
2016-05-18,BHIVE,Real Estate,Bengaluru,Blume Ventures,Private Equity,8.25,5,18,2016
2016-05-18,Parentlane,Consumer Internet,Bengaluru,"Sujeet Kumar, Aprameya, Sumit Jain, Subramanya Venkat, Venk, Ravi Machani, Hitesh Gupta, Rohit Choudhary",Seed Funding,0.0,5,18,2016
2016-05-19,Appie,Consumer Internet,Mumbai,Undisclosed investors,Seed Funding,8.25,5,19,2016
2016-05-19,Niki.ai,Tech,Bengaluru,Ratan Tata,Private Equity,0.0,5,19,2016
2016-05-19,TaxiVaxi,Consumer Internet,New Delhi,Undisclosed HNIs,Seed Funding,4.125,5,19,2016
2016-05-19,Veqta,Consumer Internet,New Delhi,"Chatsworth Management, ITW Digital",Seed Funding,4.125,5,19,2016
2016-05-20,i2ifunding,Consumer Internet,Noida,Undisclosed Investors,Seed Funding,2.475,5,20,2016
2016-05-23,EduRev,Consumer Internet,Gurugram,Pradeep Reddy Kamasan,Seed Funding,0.0,5,23,2016
2016-05-23,Hoppingo,Consumer Internet,New Delhi,vCommission,Seed Funding,0.73425,5,23,2016
2016-05-24,Eatonomist,Consumer Internet,Gurugram,MCube Capital Advisors Pvt Ltd,Seed Funding,0.0,5,24,2016
2016-05-24,Goalwise,Consumer Internet,Bengaluru,Undisclosed HNIs,Seed Funding,8.25,5,24,2016
2016-05-25,Roast,Consumer Internet,New Delhi,Indian Angel Network,Seed Funding,0.0,5,25,2016
2016-05-25,Address Health,Healthcare,Bengaluru,Gray Matters Capital,Private Equity,12.375,5,25,2016
2016-05-25,Arcatron,Tech,Pune,Sudhir Mehta,Seed Funding,0.825,5,25,2016
2016-05-25,SheThePeople,Consumer Internet,New Delhi,Anand Mahindra,Seed Funding,0.0,5,25,2016
2016-05-26,ClearTax,Consumer Internet,Bengaluru,"FF Angel, Sequoia Capital",Private Equity,16.5,5,26,2016
2016-05-26,Consure Medical,Healthcare,New Delhi,"Accel Partners, Indian Angel Network, India Innovation Fund India Venture Partners",Private Equity,0.0,5,26,2016
2016-05-26,mChamp,Consumer Internet,New Delhi,MoMagic Technologies,Seed Funding,3.91875,5,26,2016
2016-05-27,Pianta,Consumer Internet,Bengaluru,"Kunal Shah, Sandeep Tandon",Seed Funding,0.0,5,27,2016
2016-05-30,Vahanalytics,Tech,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed Funding,1.65,5,30,2016
2016-05-31,Play Your Sport,Consumer Internet,New Delhi,Ashish Gupta and other undisclosed investors,Seed Funding,0.0,5,31,2016
2016-05-31,Koovs,E-commerce,New Delhi,HT Media Ltd,Private Equity,36.3,5,31,2016
2016-05-31,CCAvenue,Consumer Internet,Mumbai,NSI Infinium Global Pvt. Ltd,Private Equity,73.425,5,31,2016
2016-05-31,1mg,E-commerce,Gurugram,HBM Healthcare Investments,Private Equity,0.0,5,31,2016
2016-05-31,Tpot,Food & Beverage,Gurugram,Ashish Gupta,Seed Funding,0.0,5,31,2016
2016-05-31,MachaDalo,Consumer Internet,Mumbai,Undisclosed Investors,Seed Funding,1.44375,5,31,2016
2016-04-01,Dil Mil,Consumer Internet,SFO / Bangalore,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",Private Equity,22.275,4,1,2016
2016-04-01,PicsDream,Consumer Internet,Delhi,Raman Roy,Seed Funding,0.0,4,1,2016
2016-04-01,Process 9,Consumer Internet,Gurugram,"Indian Angel Network, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, and Ajai Chowdhry",Seed Funding,0.0,4,1,2016
2016-04-04,Housing,Consumer Internet,Mumbai,Vineet Singh,Private Equity,0.0,4,4,2016
2016-04-04,Roll Mafia,Food & Beverage,Pune,Equentia Natural Resource & Other undisclosed investors,Seed Funding,0.0,4,4,2016
2016-04-04,Hungama,Consumer Internet,Mumbai,Xiaomi Inc,Private Equity,206.25,4,4,2016
2016-04-04,Highway Delite,Consumer Internet,Bengaluru,N.S. Raghavan Centre for Entrepreneurial Learning,Seed Funding,0.0,4,4,2016
2016-04-05,Cult,Healthcare,Bengaluru,Mukesh Bansal,Seed Funding,0.0,4,5,2016
2016-04-05,Haptik,Tech,Mumbai,Times Internet Ltd,Private Equity,0.0,4,5,2016
2016-04-05,Servify,Consumer Internet,Mumbai,"Blume Ventures, Barkawi Holdings GmbH, TM Service Technology Holdings GmbH",Private Equity,0.0,4,5,2016
2016-04-06,Shipsy,Logistics,Gurugram,DTDC Express Ltd,Private Equity,8.25,4,6,2016
2016-04-06,Gear6,Consumer Internet,Bengaluru,Ninestarter,Seed Funding,4.125,4,6,2016
2016-04-06,MyGlamm,Consumer Internet,Mumbai,L'Occitane,Private Equity,49.5,4,6,2016
2016-04-06,Petoo,Consumer Internet,Bengaluru,Axilor Ventures,Private Equity,8.25,4,6,2016
2016-04-07,Truly Social,Consumer Internet,London,Nazara Technologies Pvt Ltd,Private Equity,0.0,4,7,2016
2016-04-08,Little Black Book,Consumer Internet,New Delhi,"IDG, Indian Angel Network",Seed Funding,0.0,4,8,2016
2016-04-08,Vahan,Education,Chennai,Villgro,Seed Funding,0.0,4,8,2016
2016-04-08,iMedilane,Consumer Internet,New Delhi,"Mahendra Patel, Nilender Chauhan",Seed Funding,0.33,4,8,2016
2016-04-11,Living Local,Consumer Internet,Mumbai,Rattan Chadha,Seed Funding,1.65,4,11,2016
2016-04-11,Vegfru,E-commerce,New Delhi,Wingify,Seed Funding,0.0,4,11,2016
2016-04-11,Oyo,Consumer Internet,New Delhi,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery",Private Equity,825.0,4,11,2016
2016-04-11,PriceRaja,Consumer Internet,Gurugram,Prashant Puri,Seed Funding,2.475,4,11,2016
2016-04-12,MagicX,Consumer Internet,Bengaluru,"Kris Gopalakrishnan, Dr. Ranjan Pai",Seed Funding,8.25,4,12,2016
2016-04-12,Happydemic,Consumer Internet,Mumbai,Shaan,Seed Funding,0.0,4,12,2016
2016-04-12,LenDen Club,Finance,Mumbai,"Anirudh Damani, Daud Ali, Narendra Karnavat, Vikas Kapoor, Vikram Lakhotia, Krishna Jhunjhunwaala, Jayesh Shah",Seed Funding,0.0,4,12,2016
2016-04-12,Indi.com,Consumer Internet,unknown,Anil Kapoor,Seed Funding,0.0,4,12,2016
2016-04-13,Legal Raasta,Consumer Internet,New Delhi,"Pravin Khandelwal, Yatin Kumar Jain",Seed Funding,8.25,4,13,2016
2016-04-13,RainCan,Consumer Internet,Pune,Dr. Aniruddha Malpani,Seed Funding,1.2375,4,13,2016
2016-04-13,Hippily,E-commerce,Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed Funding,2.0625,4,13,2016
2016-04-13,KredX,E-commerce,Bengaluru,"Prime Venture Partners,",Seed Funding,6.1875,4,13,2016
2016-04-14,Wedwise,Consumer Internet,New Delhi,StartUp Equity Partners,Seed Funding,0.0,4,14,2016
2016-04-14,BeaconsTalk,Tech,Mumbai,"Rajeev Agrawal, Prashant Gooty",Seed Funding,0.825,4,14,2016
2016-04-15,Wishfin (Deal4Loans),Consumer Internet,Noida,"Ram Shriram, Neeraj Arora, Puru Vashishtha",Seed Funding,0.0,4,15,2016
2016-04-15,RenewBuy,Consumer Internet,New Delhi,Mount Nathan Advisors,Seed Funding,8.25,4,15,2016
2016-04-15,Blue Box Media,Consumer Internet,Jaipur,"Mahavir Pratap Sharma, Ajay Data, Yogesh Chaudhary, Sanjay Phophaliya, Siddharth Agarwal, Kamal Kothari",Seed Funding,0.0,4,15,2016
2016-04-15,Enrich Salons,Consumer Internet,New Delhi,Naturals Salon Chain,Private Equity,123.75,4,15,2016
2016-04-15,Organicshop,E-commerce,Jaipur,"Vivek Nathani, Yogesh Chaudhary, Mahavir Pratap Sharma, Kamal Kothari, H C Jain",Seed Funding,0.0,4,15,2016
