date,startup,vertical,city,investors,round,amount_crore_rs,month,day,year
2015-08-24,BookMeIn,Professional Service Appointment Booking Service,Mumbai,Ajmera Group of Companies,Seed Funding,3.3,8,24,2015
2015-08-24,iZofy,Scientific Horoscope Online Assistance platform,Kolkata,Prime Capital Markets Ltd,Seed Funding,0.0,8,24,2015
2015-08-24,rBus,Tech-enabled AC bus service,Mumbai,"India Quotient, Anupam Mittal & others",Seed Funding,0.0,8,24,2015
2015-08-25,Qyk,On-Demand App based Professional service provider,Bengaluru,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,8.25,8,25,2015
2015-08-25,EasyDiner,Restaurant Reservation Platform,Gurugram,"DSG Consumer Partners, Saama Capital",Private Equity,24.75,8,25,2015
2015-08-25,RevX,Cross-channel CRM platform,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,33.0,8,25,2015
2015-08-25,iCustomMadeIt,Professional Custom creators Marketplace,Pune,Group of Angel Investors,Seed Funding,2.0625,8,25,2015
2015-08-26,PickMyLaundry,on-Demand Washing & Dry-Cleaning,New Delhi,GHV Accelerator,Seed Funding,0.825,8,26,2015
2015-08-26,Belita,On-Demand Beauty Service,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,3.3,8,26,2015
2015-08-26,EzySolare,solar products & services marketplace,Ahmedabad,Infuse Ventures,Seed Funding,0.0,8,26,2015
2015-08-26,FoodTalkIndia,Online Food Community Platform,Gurugram,Undisclosed Investor,Seed Funding,4.125,8,26,2015
2015-08-27,InstaSafe,Private Cloud Networks SaaS platform,Bengaluru,Group of Investors,Seed Funding,0.0,8,27,2015
2015-08-27,Eazy Coach,Education Marketplace,Kolkata,Ravi Agarwal,Seed Funding,0.0,8,27,2015
2015-08-27,Djubo,Cloud-Based Hotel Sales Platform,New Delhi,Ibibo Group,Private Equity,0.0,8,27,2015
2015-08-28,BetterButter.in,online recipe sharing platform,New Delhi,"Growx Ventures, Manish Singhal",Seed Funding,0.0,8,28,2015
2015-08-28,Enrich Salons,Beauty & Lifestyle Mobile Marketplace,Bengaluru,Rocket Internet,Private Equity,16.5,8,28,2015
2015-08-28,Roll Mafia,QSR Chain,Pune,Equentia Natural Resources,Seed Funding,1.32,8,28,2015
2015-08-29,iamwire,Digital Media publishing platform,Gurugram,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed Funding,0.0,8,29,2015
2015-08-31,DropKaffe,Online Coffee Delivery platform,Bengaluru,"Manish Singhal, P39 Capital & Others",Seed Funding,2.475,8,31,2015
2015-08-31,Reverie,Language Localization Cloud platform,Bengaluru,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,33.0,8,31,2015
2015-08-31,Infinite Analytics,Big Data & Predictive Analysis Platform,Mumbai,"Ratan Tata, Nikhil Vora & others",Private Equity,0.0,8,31,2015
2015-07-01,Parcelled,Online Logistics Platform,Bengaluru,"Delhivery, Tracxn Labs",Seed Funding,0.0,7,1,2015
2015-07-01,Retigence Technologies,Business IT Intelligence Services,Mumbai,Omnivore Partners,Private Equity,0.0,7,1,2015
2015-07-01,Cloudcherry Analytics,CRM & Analytics platform,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,8.25,7,1,2015
2015-07-01,HandyHome,Hyperlocal Electronics repair Service,Mumbai,"Bessemer Ventures, Kae Capital",Seed Funding,5.1975,7,1,2015
2015-07-01,iDreamCareer,Ed-Tech Platform,New Delhi,"ah! Ventures, Vivek Joshi, Mohit Satyanand & others",Seed Funding,0.0,7,1,2015
2015-07-01,Ola,Cab rental Mobile app,Bengaluru,Ratan Tata,Private Equity,0.0,7,1,2015
2015-07-01,NextGen,IT infrastructure & Data Center services,Bengaluru,"IFC, Axon Partners, Intel Capital",Private Equity,111.375,7,1,2015
2015-07-02,BankBazaar,Online Financial Services,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,495.0,7,2,2015
2015-07-02,Gozoomo,Used Car Marketplace,Bengaluru,SAIF Partners,Private Equity,41.25,7,2,2015
2015-07-02,Zenatix,IoT platform,Gurugram,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,1.32825,7,2,2015
2015-07-03,CultureAlley,Language Learning App,Jaipur,Tiger Global,Private Equity,53.625,7,3,2015
2015-07-03,GOQii,Mobile Fitness Marketplace,Mumbai,Vijay Shekhar Sharma,Private Equity,0.0,7,3,2015
2015-07-03,Gingercrush,Custom Merchandize platform,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,8.25,7,3,2015
2015-07-04,Elanic,P2P Pre-owned Goods Marketplace,Bengaluru,"Rebright Partners, Tracxn Labs, Aneesh Reddy",Seed Funding,0.0,7,4,2015
2015-07-04,StitchWood,Custom Furniture Marketplace,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,3.25875,7,4,2015
2015-07-05,Urban Tailor,Online Tailoring Services,Bengaluru,Group of angel investors,Seed Funding,0.0,7,5,2015
2015-07-06,ConfirmTKT,Rail Ticket Confirmation Predictor,Bengaluru,Pravin Agarwala & others,Seed Funding,0.0,7,6,2015
2015-07-06,Paper Boat,Ethnic Beverages manufacturer,Gurugram,"Sofina, Hillhouse Capital",Private Equity,247.5,7,6,2015
2015-07-06,GetNow,Hyperlocal Goods marketplace,Nagpur,Atulya Mittal,Seed Funding,0.0,7,6,2015
2015-07-07,Wudstay,Budget Accommodation Aggregator,Gurugram,"Mangroves Capital Partners, Vikas Saxena",Private Equity,24.75,7,7,2015
2015-07-07,Liases Foras,Real Estate Rating & Analysis,New Delhi,DMG information Asia Pacific,Private Equity,41.25,7,7,2015
2015-07-07,Eatlo,Food Delivery platform,Bengaluru,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal",Seed Funding,0.0,7,7,2015
2015-07-07,IndiaLends,FinTech,New Delhi,"DSG Consumer Partners, Siddharth Parekh",Private Equity,0.0,7,7,2015
2015-07-08,Quinto,Food Discovery App,Pune,Jaydeep Barman,Seed Funding,0.0,7,8,2015
2015-07-08,Saavn,Music Streaming App,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,825.0,7,8,2015
2015-07-08,Flytxt,Big Data & Analytics Platform,Mumbai / Global,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,90.75,7,8,2015
2015-07-08,Axtria,Big Data & Analytics Platform,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,247.5,7,8,2015
2015-07-08,33Coupons,Coupon Aggregator Platform,Kanpur,Not Disclosed,Seed Funding,0.165,7,8,2015
2015-07-08,Ampere,Electric Scooter manufacturer,Coimbatore,Ratan Tata,Seed Funding,0.0,7,8,2015
2015-07-08,Hopping Chef,Online FoodTech Platform,Mumbai,Mirah Hospitality,Seed Funding,3.8775,7,8,2015
2015-07-08,Collectabillia,Celebrity Fashion Brand,Bengaluru,Accel Partners,Private Equity,61.875,7,8,2015
2015-07-08,Lendingkart,Online Finance Lending Platform,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,82.5,7,8,2015
2015-07-08,Lybrate,Healthcare Mobile App,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,84.15,7,8,2015
2015-07-08,Zoomcar,Self-driven Vehicle Rental,Bengaluru,"Sequoia Capital, Empire Angels, NGP",Private Equity,90.75,7,8,2015
2015-07-09,Inshorts,News Aggregator mobile app,Noida,\\xc2\\xa0Tiger Global,Private Equity,165.0,7,9,2015
2015-07-09,Bluestone,Online Jewellery Store,Bengaluru,"\\xc2\\xa0IvyCap Ventures, Accel Partners, Dragoneer Investment Group",Private Equity,133.65,7,9,2015
2015-07-10,Infinity Assurance,Warranty Programs Service Administration,New Delhi,\\xc2\\xa0Indian Angel Network,Seed Funding,4.95,7,10,2015
2015-07-10,Footprints Education,Pre-School Chain,Gurugram,"\\xc2\\xa0LetsVenture, Kumar Bansal, Kshitij Jain",Seed Funding,5.65125,7,10,2015
2015-07-10,Loylty Rewards,Premium Loyalty Rewards Point Management,Mumbai,\\xc2\\xa0IndianIdeas.com,Private Equity,159.6375,7,10,2015
2015-07-13,Ameyo,Contact Center Software Platform,Gurugram,\\xc2\\xa0Forum Synergies PE Fund,Private Equity,41.25,7,13,2015
2015-07-13,Mamagoto,Casual Dining restaurant Chain,New Delhi,\\xc2\\xa0Goldman Sachs,Private Equity,82.5,7,13,2015
2015-07-14,MySmartPrice,Online comparison engine,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,82.5,7,14,2015
2015-07-14,Boxmyspace,Physical Storage warehouses,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,2.475,7,14,2015
2015-07-14,HackerRank,Tech Recruitment platform,Bengaluru,HR Technology fund,Private Equity,61.875,7,14,2015
2015-07-14,WickedRide,Bike Rental Platform,Bengaluru,Undisclosed,Seed Funding,6.5175,7,14,2015
2015-07-14,WoW Express,Tech-enabled logistics platform,Mumbai,Tamarind Family Private Trust,Seed Funding,4.125,7,14,2015
2015-07-15,Oyo,Budget Hotel Accommodation,Gurugram,"Softbank, Sequoia Capital",Private Equity,825.0,7,15,2015
2015-07-15,Mobikon,Restaurant Customer Engagement Platform,Pune,Jungle Ventures,Private Equity,18.975,7,15,2015
2015-07-15,InstaLively,Live video streaming app,New Delhi,"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat",Seed Funding,0.0,7,15,2015
2015-07-15,Runnr,Hyper local logistics platform,Bengaluru,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,90.75,7,15,2015
2015-07-16,Ketto,Crowdfunding Platform,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,5.775,7,16,2015
2015-07-17,QuikWallet,Food & Beverage sector Mobile Payment platform,Mumbai,Snow Leopard Technology Ventures,Private Equity,13.2,7,17,2015
2015-07-17,Omnikart,Industrial Supplies B2B E-commerce,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,0.825,7,17,2015
2015-07-20,Zo Rooms,Online budget hotel chain,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,123.75,7,20,2015
2015-07-20,Innoviti,Payment Solutions Platform,Bengaluru,"Catamaran Ventures, New India Investment Corporation",Private Equity,40.0125,7,20,2015
2015-07-21,ZenRadius,Online Hiring Platform,Bengaluru,"Tracxn Labs, Deepak Singh",Seed Funding,0.0,7,21,2015
2015-07-21,Joy by nature,Organic Food E-commerce,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,8.25,7,21,2015
2015-07-22,IQlect,Big Data & Analytics Platform,Bengaluru,Exfinity Venture Partners,Private Equity,16.5,7,22,2015
2015-07-22,deGustibus,Fine Dining Restaurant Chain,Mumbai,India Value Fund Advisors,Private Equity,247.5,7,22,2015
2015-07-23,NestAway,Luxury Rental Homes,Bengaluru,"Flipkart, Tiger Global",Private Equity,105.1875,7,23,2015
2015-07-23,Mswipe,Mobile Point of Sale payment solution,unknown,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,206.25,7,23,2015
2015-07-23,Myonsto,Online Grocery Store,Ahmedabad,Jayant Bokadia,Seed Funding,2.64,7,23,2015
2015-07-23,iCrushiFlush,Casual Dating App,Mumbai,IDG Ventures India,Seed Funding,0.0,7,23,2015
2015-07-23,MedGenome,Clinical Genomics Provider,Bengaluru,Sequoia Capital,Private Equity,165.0,7,23,2015
2015-07-23,HolidayIQ,Travel information portal,Bengaluru,MakeMyTrip,Private Equity,123.75,7,23,2015
2015-07-23,Fitternity,Fitness Marketplace,Mumbai,Exfinity Venture Partners,Private Equity,8.25,7,23,2015
2015-07-23,Quikr,Online & Mobile classified listings,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,495.0,7,23,2015
2015-07-23,JetSetGo,Private Jet/ Helicopter Marketplace,New Delhi,YourWeCan Ventures,Seed Funding,0.0,7,23,2015
2015-07-24,BroEx,Real Estate Broker Network App,Gurugram,Lightspeed India,Private Equity,8.25,7,24,2015
2015-07-25,Shopatplaces,Ethnic & Traditional Fashion Store,New Delhi,Indian Angel Network,Seed Funding,0.0,7,25,2015
2015-07-25,CredR,Used Bikes Marketplace,Mumbai,Fidelity Growth Partners,Private Equity,123.75,7,25,2015
2015-07-27,Zenoti,Spa & Salon Management Software,Hyderabad,Accel Partners,Private Equity,49.5,7,27,2015
2015-07-27,Grofers,B2B Logistics Delivery Platform,Bengaluru,Lightspeed Venture Partners,Seed Funding,0.0,7,27,2015
2015-07-27,Locus,Logistics Automation Platform,Bengaluru,"growX ventures,\\xc2\\xa0 Manish Singhal",Seed Funding,0.0,7,27,2015
2015-07-27,Bevy,Online Hiring Platform,Bengaluru,Varun Agarwal & Others,Seed Funding,0.0,7,27,2015
2015-07-28,Pepperfry,Online Home Décor,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,825.0,7,28,2015
2015-07-28,Flipkart,Online Marketplace,Bengaluru,Steadview Capital and existing investors,Private Equity,5775.0,7,28,2015
2015-07-28,Opinio,Hyperlocal food & grocery store,Bengaluru,"Accel Partners, Traxcn Labs & Others",Seed Funding,10.725,7,28,2015
2015-07-28,Zoctr,Health-Tech platform,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,8.25,7,28,2015
2015-07-29,Zimmber,Hyperlocal Handyman Services,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,\\xc2\\xa0 Mohandas Pai",Private Equity,16.5,7,29,2015
2015-07-29,TrueHb,Medical Tech Instruments,New Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,19.8,7,29,2015
2015-07-29,Little App,Hyperlocal Deals Marketplace,Bengaluru,"Paytm, SAIF Partners,\\xc2\\xa0 Tiger Global Management & others",Private Equity,412.5,7,29,2015
2015-07-29,Swajal,Innovative Water Solutions,Gurugram,Abhishek Gupta,Private Equity,9.9,7,29,2015
2015-07-30,Pipa Bella,Online Jewellery Store,Mumbai,LionRock Capital,Private Equity,4.95,7,30,2015
2015-07-30,Pragmatix,Business Intelligence & Analytics,Mumbai,SIDBI Venture Capital Ltd,Private Equity,19.8,7,30,2015
2015-07-30,Droom,Used Vehicles Marketplace,New Delhi,"Lightbox Ventures, Beenos",Private Equity,132.0,7,30,2015
2015-07-30,MadRat Games,Educational Board Games,Bengaluru,"Kunal Bahl, Rohit Bansal",Seed Funding,1.386,7,30,2015
2015-07-30,Noodle Play,Chinese food delivery,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,1.386,7,30,2015
2015-07-30,Wassup,On-Demand Laundry & Dry cleaning App,Chennai,B S Nagesh,Private Equity,0.0,7,30,2015
2015-07-30,Cartisan,On-Demand Car services App,Bengaluru,"YouWeCan Ventures,\\xc2\\xa0 Aprameya Radhakrishna",Seed Funding,0.0,7,30,2015
2015-07-31,LazyLad,Hyperlocal Grocery App,Gurugram,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,4.125,7,31,2015
2015-07-31,TripFactory,Online Curated Holiday package bookings,Bengaluru,"Aarin Capital Partners,",Private Equity,0.0,7,31,2015
2015-07-31,Prothom,Hasbro Toy Manufacturer,Pune,Oliphabs Capital,Private Equity,16.5,7,31,2015
2015-07-31,Bona Vita,Travel Tech,Gurugram,MakeMyTrip,Private Equity,41.25,7,31,2015
2015-06-01,Enrich Salons,Beauty & Wellness Platform,New Delhi,Aprameya Radhakrishna,Seed Funding,0.0,6,1,2015
2015-06-01,Veeba Foods,Healthy Food Manufacturer,New Delhi,"DSG Consumer Partners, Saama Capital.",Private Equity,49.5,6,1,2015
2015-06-01,Truebil,Used Car Marketplace,Mumbai,"Kae Capital, Anupam Mittal",Seed Funding,4.125,6,1,2015
2015-06-01,Meritnation,Online Learning Platform,New Delhi,InfoEdge,Private Equity,33.0,6,1,2015
2015-06-01,Eattreatonline,Healthy Food Online Community,New Delhi,Group of 15 Angel Investors,Seed Funding,2.8875,6,1,2015
2015-06-01,CredR,Used Two-wheeler Marketplace,Mumbai,GrowthStory,Seed Funding,0.0,6,1,2015
2015-06-01,Glamrs,Online Fashion Video Portal,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,8.25,6,1,2015
2015-06-01,Proviera,Probiotic Technology Products Manufacturer,Chennai,Infuse Ventures,Private Equity,4.5375,6,1,2015
2015-06-01,Arth DesignBuild,Architectural Design & Consulting,Hyderabad,Srinivas Tirupati,Seed Funding,4.125,6,1,2015
2015-06-02,Saama,Big Data & Analytics Services,Pune / US,Carrick Capital Partners,Private Equity,288.75,6,2,2015
2015-06-02,AllIzHealth,Preventive Healthcare Services,Pune,Mumbai Angels & Other angel investors,Seed Funding,2.8875,6,2,2015
2015-06-02,Karma Healthcare,Tech-enabled Rural Healthcare Services,Udaipur,Ennovent Impact Investment Holding,Private Equity,0.0,6,2,2015
2015-06-03,Entropy Innovations,Engineering Innovations,Mumbai,Mark Mobius & 9 Other Angel investors,Seed Funding,0.0,6,3,2015
2015-06-03,Propstack,Real Estate Intelligence Platform,Mumbai,DMG Information,Private Equity,24.75,6,3,2015
2015-06-03,MyTaxiIndia,Online Car Rental Affiliates,New Delhi,Green House Ventures,Seed Funding,0.825,6,3,2015
2015-06-03,Arkin Net,Data Center Software platform,Pune / US,Nexus Venture Partners,Private Equity,123.75,6,3,2015
2015-06-03,Little Black Book,Online City & Lifestyle Guide,New Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,1.2375,6,3,2015
2015-06-03,MyPoolin,P2P Payments Platform,New Delhi,"Sharad Sharma, Rajan Anandan, Sunil Kalra, Amit Ranjan, Rohan Malhotra,\\xc2\\xa0 Arjun Malhotra, Gautam Gandhi",Seed Funding,0.0,6,3,2015
2015-06-03,iCustomMadeIt,Bespoke Merchandize Marketplace,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,2.0625,6,3,2015
2015-06-03,Kaaryah,Women Lifestyle Marketplace,Gurugram,Ratan Tata,Seed Funding,0.0,6,3,2015
2015-06-04,Ecom Express,Logistics Service Provider,New Delhi,Warburg Pincus,Private Equity,1130.25,6,4,2015
2015-06-04,Vidooly,Video Intelligence Platform,Noida,Bessemer Venture Partners,Private Equity,8.25,6,4,2015
2015-06-04,Zopper,Hyperlocal Shopping App,Mumbai,"Tiger Global,\\xc2\\xa0 Nirvana Ventures Advisors",Private Equity,165.0,6,4,2015
2015-06-04,Flipkart,E-commerce platform,Bengaluru,Morgan Stanley,Private Equity,412.5,6,4,2015
2015-06-05,Medwell Ventures,Healthcare Service provider,Bengaluru,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity,82.5,6,5,2015
2015-06-05,Jugnoo,Auto-Rickshaw Based Services,Chandigarh,"Snow Leopard, Paytm",Private Equity,41.25,6,5,2015
2015-06-08,PosterGully,Artist & Designer Marketplace,New Delhi,"Natarajan Iyer,Rajesh Sawhney,\\xc2\\xa0 & other Angel investors.",Seed Funding,0.0,6,8,2015
2015-06-08,Applied Solar Technologies,Off-grid Solar Power,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Equity,330.0,6,8,2015
2015-06-09,Clovia,Private Label Lingerie E-commerce,New Delhi,IvyCap Ventures,Private Equity,41.25,6,9,2015
2015-06-09,Swiggy,Online Food Ordering,Bengaluru,"Norwest Venture Partners, SAIF Partners, Accel Partners",Private Equity,136.125,6,9,2015
2015-06-09,PayMango,Mobile Commerce Platform,Gurugram,Group of Angel Investors,Seed Funding,1.9305,6,9,2015
2015-06-09,Printland,Online Printing Services,New Delhi,SIDBI Venture Capital Ltd,Private Equity,0.0,6,9,2015
2015-06-09,Teritree,Digital Marketing Services,Bengaluru,KCL,Seed Funding,1.155,6,9,2015
2015-06-10,Guiddoo,Travel Guide Mobile App,Mumbai,"Pawan Borle, SVP Fly Dubai & Others",Seed Funding,0.0,6,10,2015
2015-06-10,Voonik,Fashion Ecommerce store,Bengaluru,"Sequoia Capital, Seedfund",Private Equity,41.25,6,10,2015
2015-06-11,AdStringO,Mobile Compression Software,Mumbai,"Arihant Patni, Vishal Khare,\\xc2\\xa0 Viswanath Ramachandran",Seed Funding,2.8875,6,11,2015
2015-06-11,Faircent,P2P Lending platform,Gurugram,M&S Partners Pte. Ltd,Seed Funding,2.0625,6,11,2015
2015-06-12,La Renon,Global Healthcare products,Ahmedabad,Sequoia Capital,Private Equity,132.0,6,12,2015
2015-06-15,HomeLane,Home Furnishing Solutions,Bengaluru,Sequoia Capital,Private Equity,412.5,6,15,2015
2015-06-15,iSTAR,Skill Training & Placement Platform,Bengaluru,Unitus Seed Fund,Private Equity,0.0,6,15,2015
2015-06-15,Shippr,Intra-City Logistics service,Bengaluru,i2india Pvt Ltd,Seed Funding,4.125,6,15,2015
2015-06-16,FoodAbhi,online tiffin service aggregator,Mumbai,Group of angel investors,Seed Funding,0.0,6,16,2015
2015-06-16,Karma Recycling,Electronic Goods recycling service,Delhi,"Infuse Ventures, Low Carbon Enterprise Fund",Private Equity,0.0,6,16,2015
2015-06-16,CouponRaja,Online Coupon & comparison platform,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & others",Seed Funding,4.125,6,16,2015
2015-06-17,BabyChakra,Parents & Kids Online platform,Mumbai,"Mumbai Angels, Patni Family Office, Singapore Angel Network, Karan Maheshwari, Jatin Aneja, Kishor Ganji, Roopa Nath",Seed Funding,0.0,6,17,2015
